scrapping_date,hotel_name,hotel_address,review_score,review_rating_category,customer_review_count,room_type_block,num_of_days_stayed,date_of_stay,traveller_type,review_score_badge,review_text_positive,review_text_negative,review_date
2022-12-10 07:19:54.489928,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
1 night · 

August 2022

","
August 2022
","
Family
", 1.0 ,"Would not recommend this hotel for families.  Complete disregard and follow through for assurance to accommodate connecting rooms for our family.  Called and spoke with hotel staff ~6 weeks before our stay to ensure adjoining rooms traveling with young kids - and verify arrangement with hotel.  Staff verbally committed more than a month prior but later disregarded and did not follow through at the time of our stay, resulting in a difficult and unenjoyable trip.  When raised, management took no responsibility and offered no positive steps to address the mistake.",N/A,"
August 2022
"
2022-12-10 07:19:56.667726,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
2 nights · 

August 2022

","
August 2022
","
Family
", 2.0 ,city center,"cleaning room in option and room not really clean. old room and noisy.
really disappointed!!","
August 2022
"
2022-12-10 07:19:56.746362,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
1 night · 

August 2022

","
August 2022
","
Group
", 5.0 ,Location is close to orange subway,"Pillow is not comfortable, my room is very close to the elevator, very noisy, cannot even sleep well in the night, will not choose this place next time","
August 2022
"
2022-12-10 07:19:56.769362,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
1 night · 

July 2022

","
July 2022
","
Couple
", 6.0 ,location,room needs refreshing,"
July 2022
"
2022-12-10 07:19:56.787256,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
2 nights · 

July 2022

","
July 2022
","
Group
", 5.0 ,"Did not clean room. After we checked out and were 50 miles away we realized we left two coats, 1 blue, 1 tan in the room. We called the front desk and they said they would check and email me a form to fill out. Still have not heard from anyone.",A clean room and fresh towels. They did finally bring the towels.,"
July 2022
"
2022-12-10 07:19:56.802185,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
Quadruple Room
","
1 night · 

July 2022

","
July 2022
","
Family
", 5.0 ,Comfortable rooms.The only reason we stay there is to be close to our son who works at Tufts Med Center.But boy they really take advantage of us at those prices for what they have to offer!!,"Not a good value.Too expensive for what they have to offer.No parking ,no bellman,rooms far from elevators,noisy,ugly lobby and $300 plus per night!! Give me a break!!! 
Also it needs a redo!!!","
July 2022
"
2022-12-10 07:19:56.818285,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
2 nights · 

June 2022

","
June 2022
","
Solo traveler
", 10 ,Staff were really polite and helpful I did not get hotel cookie when I arrived but the restaurant was amazing staff and food,I had to file a complaint to front desk due to noise outside of hotel property and the staff member did not offer no solution I had to call 2 times then next day track down the manager to address my complaint to get a resolution,"
June 2022
"
2022-12-10 07:19:56.838349,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
4 nights · 

June 2022

","
June 2022
","
Couple
", 6.0 ,Location good.  Room ok.  Bed ok.,"Very expensive hotel especially as breakfast was not included, which I did ask to be included.  Almost $500 per night for very little apart from a clean room.","
June 2022
"
2022-12-10 07:19:56.858130,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
3 nights · 

June 2022

","
June 2022
","
Solo traveler
", 5.0 ,The location and staff where great.,"The rooms and hallways are run down, worn carpets, etc.","
June 2022
"
2022-12-10 07:19:56.874631,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room - Disability Access
","
1 night · 

May 2022

","
May 2022
","
Couple
", 10 ,"The room was extremely clean, the staff was friendly and overall the stay was good.",The overnight parking situation seems unclear. We gave the parking attendant the fee but it was included in our stay. So instead we gave the parking attendant a huge tip. The area that the hotel was located in gets a tad bit sketchy at night. Located right by a hospital but there are plenty of homeless people around when its dark and they are not shy about asking you for money / following you around for a bit.,"
May 2022
"
2022-12-10 07:19:56.883424,DoubleTree by Hilton Hotel Boston - Downtown,"
821 Washington Street, Chinatown, Boston, MA 02111, United States of America
",7.8,Good ,577 reviews,"
King Room
","
2 nights · 

June 2022

","
June 2022
","
Couple
", 10 ,"We went to the ballet at the Boston Opera House, so the location was perfect.","Unfortunately, hotel prices are all very high. Wish “sleeping” somewhere didn’t have to cost so much.","
June 2022
"
2022-12-10 07:20:05.432787,Hyatt Regency Boston,"
1 Avenue de Lafayette, Theater District, Boston, MA 02111, United States of America
",8.3,Very Good ,"2,031 reviews","
Queen Room with Two Queen Beds and City View
","
2 nights · 

October 2022

","
October 2022
","
Family
", 8.0 ,"central, clean, spacious and great view",N/A,"
October 2022
"
2022-12-10 07:20:05.451358,Hyatt Regency Boston,"
1 Avenue de Lafayette, Theater District, Boston, MA 02111, United States of America
",8.3,Very Good ,"2,031 reviews","
King Room with City View
","
2 nights · 

September 2022

","
September 2022
","
Family
", 8.0 ,Perfect location to see Boston,N/A,"
September 2022
"
2022-12-10 07:20:05.470430,Hyatt Regency Boston,"
1 Avenue de Lafayette, Theater District, Boston, MA 02111, United States of America
",8.3,Very Good ,"2,031 reviews","
King Room with City View
","
2 nights · 

October 2022

","
October 2022
","
Couple
", 7.0 ,The location was good.  The amenities were spartan. Restaurant was understaffed....but our waiter worked hard to accommodate.,Drawers in the room.,"
October 2022
"
2022-12-10 07:20:05.494936,Hyatt Regency Boston,"
1 Avenue de Lafayette, Theater District, Boston, MA 02111, United States of America
",8.3,Very Good ,"2,031 reviews","
Queen Room with Two Queen Beds
","
10 nights · 

September 2022

","
September 2022
","
Couple
", 7.0 ,The room was comfortable,Room cleaning was not daily. I had to ask for it,"
September 2022
"
2022-12-10 07:20:05.554334,Hyatt Regency Boston,"
1 Avenue de Lafayette, Theater District, Boston, MA 02111, United States of America
",8.3,Very Good ,"2,031 reviews","
Queen Room with Two Queen Beds and tub - Disability access
","
2 nights · 

October 2022

","
October 2022
","
Couple
", 7.0 ,Clean; bed comfortable; good food in dining room with helpful staff,Bathroom mirror deteriorated; bathroom tub controls complex and different spigots leaked at same time. Would have liked variety of different pillows.,"
October 2022
"
2022-12-10 07:20:05.571852,Hyatt Regency Boston,"
1 Avenue de Lafayette, Theater District, Boston, MA 02111, United States of America
",8.3,Very Good ,"2,031 reviews","
Queen Room with Two Queen Beds
","
5 nights · 

September 2022

","
September 2022
","
Couple
", 7.0 ,it’s location to downtown,rooms were not fancy,"
September 2022
"
2022-12-10 07:20:05.587470,Hyatt Regency Boston,"
1 Avenue de Lafayette, Theater District, Boston, MA 02111, United States of America
",8.3,Very Good ,"2,031 reviews","
King Room with City View
","
2 nights · 

September 2022

","
September 2022
","
Solo traveler
", 7.0 ,location was ideal,the hotel is hugely overpriced,"
September 2022
"
2022-12-10 07:20:05.607134,Hyatt Regency Boston,"
1 Avenue de Lafayette, Theater District, Boston, MA 02111, United States of America
",8.3,Very Good ,"2,031 reviews","
Queen Room with Two Queen Beds and Shower - Disability Access
","
1 night · 

September 2022

","
September 2022
","
Solo traveler
", 9.0 ,"The staff was very friendly and helpful in honoring our requests for adjoining/adjacent rooms, roll-in cots, storing our luggage until checkin.  The beds were very comfortable.",I wish there had been an affordable breakfast option.,"
September 2022
"
2022-12-10 07:20:05.623207,Hyatt Regency Boston,"
1 Avenue de Lafayette, Theater District, Boston, MA 02111, United States of America
",8.3,Very Good ,"2,031 reviews","
Corner King Room
","
5 nights · 

September 2022

","
September 2022
","
Couple
", 8.0 ,"Excellent location , very quiet in the hotel ,  very comfortable corner suite on the 10th.all very professional. Price reflects poor performance of the GBP.",Nothing .,"
September 2022
"
2022-12-10 07:20:05.631682,Hyatt Regency Boston,"
1 Avenue de Lafayette, Theater District, Boston, MA 02111, United States of America
",8.3,Very Good ,"2,031 reviews","
King Room
","
2 nights · 

September 2022

","
September 2022
","
Couple
", 7.0 ,"Location was good for us as it was within an easy walk from the train station, and close to all main attractions (within a 10min walk to the start of the historical freedom trail, for eg).
Bed was comfortable and room size was good- we got a king size room. 
Shower and toiletries amenities were adequate.
Love the free clam chowder token every night (or lunch if you want)- it was lovely and thick, came with a packet of dry biscuits to put into it and would fill me up for lunch very well.
Good security.
Restaurant had a good variety of meals and reasonable prices.","Why don't the big chain hotels supply free water to everyone like the smaller hotels do?? They had 2 bottles of water in the fridge but they were only free if you were a club member. 
And powder whitener for coffee/tea! Not even long life. Disappointing.
I know you can't predict, but I did ask on two different occasions whether it was necessary to book a taxi and was told ""no need, they're out the front"".
Well, we waited 20-25minutes. So just book!","
September 2022
"
2022-12-10 07:20:07.773507,Hyatt Regency Boston,"
1 Avenue de Lafayette, Theater District, Boston, MA 02111, United States of America
",8.3,Very Good ,"2,031 reviews","
King Room
","
3 nights · 

August 2022

","
August 2022
","
Solo traveler
", 9.0 ,Location,"It was very expensive, breakfast $30/person.","
August 2022
"
2022-12-10 07:20:07.791495,Hyatt Regency Boston,"
1 Avenue de Lafayette, Theater District, Boston, MA 02111, United States of America
",8.3,Very Good ,"2,031 reviews","
King Room
","
1 night · 

September 2022

","
September 2022
","
Couple
", 8.0 ,"Bed was comfortable, but the bottom sheet kept pulling out. The view was great. access to our venue was only a few minutes walk, like the restaurant we went to.","Breakfast was good, but could have been better. The kitchen used scrambled eggs and didn't toast the bagel long enough. This caused the bagel to fall apart and the food fall out. Taste wise it was good, but would have enjoyed it more had it stayed together for the entire meal.","
September 2022
"
2022-12-10 07:20:07.814599,Hyatt Regency Boston,"
1 Avenue de Lafayette, Theater District, Boston, MA 02111, United States of America
",8.3,Very Good ,"2,031 reviews","
Queen Room with Two Queen Beds and City View
","
4 nights · 

August 2022

","
August 2022
","
Couple
", 8.0 ,Excellent location and helpful staff,"Expensive, although comparable to similar properties in the area.","
August 2022
"
2022-12-10 07:20:07.834354,Hyatt Regency Boston,"
1 Avenue de Lafayette, Theater District, Boston, MA 02111, United States of America
",8.3,Very Good ,"2,031 reviews","
King Room with City View
","
5 nights · 

August 2022

","
August 2022
","
Couple
", 8.0 ,Breakfast was good and the location was great,The price,"
August 2022
"
2022-12-10 07:20:07.857342,Hyatt Regency Boston,"
1 Avenue de Lafayette, Theater District, Boston, MA 02111, United States of America
",8.3,Very Good ,"2,031 reviews","
King Room
","
3 nights · 

September 2022

","
September 2022
","
Couple
", 9.0 ,We liked the layout of the room with its table and workspace.,"The two elevators one had to take. Yes, it provided more security, I guess, but it seemed a bit silly.","
September 2022
"
